request_id,requested_datetime,updated_datetime,status_description,agency_responsible,service_type,service_subtype,address,street,supervisor_district,neighborhood,police_district,latitude,longitude,source
17598013,2023-11-27T17:18:52.000,2023-11-28T05:34:50.000,Open,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,Intersection of ALAMEDA ST and BRYANT ST,ALAMEDA ST,9.0,Mission,MISSION,37.768362667284,-122.410673790195,Mobile/Open311
17597845,2023-11-27T16:25:21.000,2023-11-28T05:34:44.000,Open,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,"1300 24TH AVE, SAN FRANCISCO, CA, 94122",24TH AVE,4.0,Outer Sunset,TARAVAL,37.76328275,-122.4823363,Mobile/Open311
17597844,2023-11-27T16:25:19.000,2023-11-28T05:34:35.000,Open,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,Intersection of LELAND AVE and CORA ST,LELAND AVE,10.0,Visitacion Valley,INGLESIDE,37.712800670946,-122.408499608071,Mobile/Open311
17597837,2023-11-27T16:24:41.000,2023-11-28T05:34:13.000,Open,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,"2801 CALIFORNIA ST, SAN FRANCISCO, CA, 94115",CALIFORNIA ST,2.0,Lower Pacific Heights,RICHMOND,37.787956005935,-122.440625449509,Mobile/Open311
17597732,2023-11-27T16:04:00.000,2023-11-28T05:31:59.000,Open,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,"132 HYDE ST, SAN FRANCISCO, CA, 94102",HYDE ST,5.0,Tenderloin,TENDERLOIN,37.782046343771,-122.415545359254,Mobile/Open311
17597700,2023-11-27T15:54:00.000,2023-11-28T05:49:06.000,Open,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,"838 RHODE ISLAND ST, SAN FRANCISCO, CA, 94107",RHODE ISLAND ST,10.0,Potrero Hill,BAYVIEW,37.759124645249,-122.402154847641,Mobile/Open311
17597698,2023-11-27T15:54:39.000,2023-11-28T05:34:07.000,Open,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,"198 FELL ST, SAN FRANCISCO, CA, 94102",FELL ST,5.0,Civic Center,NORTHERN,37.776338521791,-122.421089769388,Mobile/Open311
17597677,2023-11-27T15:51:26.000,2023-11-28T05:33:05.000,Open,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,"2200 HARRISON ST, SAN FRANCISCO, CA, 94110",HARRISON ST,9.0,Mission,MISSION,37.762138929916,-122.41295090306,Mobile/Open311
17597674,2023-11-27T15:50:00.000,2023-11-28T05:32:59.000,Open,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,Intersection of SAN BRUNO AVE and 18TH ST,SAN BRUNO AVE,10.0,Potrero Hill,BAYVIEW,37.762012479814,-122.405350168532,Mobile/Open311
17597669,2023-11-27T15:49:24.000,2023-11-28T05:32:51.000,Open,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,"1812 MCALLISTER ST, SAN FRANCISCO, CA, 94115",MCALLISTER ST,2.0,Western Addition,PARK,37.777420437616,-122.44192964543,Mobile/Open311
17597639,2023-11-27T15:44:00.000,2023-11-28T05:45:13.000,Open,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,"1985 MISSION ST, SAN FRANCISCO, CA, 94103",MISSION ST,9.0,Mission,MISSION,37.765168052193,-122.419541984987,Mobile/Open311
17597619,2023-11-27T15:39:00.000,2023-11-28T03:14:20.000,Open,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Intersection of HAYES ST and PIERCE ST,HAYES ST,5.0,Alamo Square,NORTHERN,0.0,0.0,Phone
17597606,2023-11-27T15:37:00.000,2023-11-28T05:44:54.000,Open,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Intersection of CLARION ALY and MISSION ST,CLARION ALY,9.0,Mission,MISSION,37.763077417428,-122.419484386153,Mobile/Open311
17597605,2023-11-27T15:37:41.000,2023-11-28T05:22:47.000,Open,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,"1104 STANYAN ST, SAN FRANCISCO, CA, 94117",STANYAN ST,8.0,Ashbury Heights,PARK,37.764348226374,-122.452490134162,Mobile/Open311
17597553,2023-11-27T15:26:00.000,2023-11-28T00:30:46.000,Closed,Noise Report Queue,Noise Report,vehicle_car_alarm,"1865 BUSH ST, SAN FRANCISCO, CA, 94109",BUSH ST,5.0,Japantown,NORTHERN,0.0,0.0,Phone
17597256,2023-11-27T14:39:00.000,2023-11-28T05:48:52.000,Open,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,"1928 MISSION ST, SAN FRANCISCO, CA, 94103",MISSION ST,9.0,Mission,MISSION,37.766071253651,-122.419832853946,Mobile/Open311
17597239,2023-11-27T14:35:00.000,2023-11-28T05:44:41.000,Open,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Intersection of 16TH ST and KANSAS ST,16TH ST,6.0,Potrero Hill,SOUTHERN,37.766023746251,-122.403677070185,Mobile/Open311
